sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
W02B12.7	25770 C-terminal motor kinesin that is involved in chromosome movement during early embryonic and germ line development klp-17/W02B12.7	0.225	0.162964994	20	1.382635	0.182	chrII	11465940	11467641	1702	-	WBGene00002227	klp-17	174750
W02D7.3	33775 Protein of unknown function W02D7.3	0.225	0.086172944	19	2.612949292	0.017	chrV	8293766	8295080	1315	-	WBGene00020939		189115
Y106G6G.2	49102 Putative ortholog of C. elegans T20F10.3 gene product Y106G6G.2	0.225	0.180861699	20	1.244446003	0.228	chrI	10300572	10327870	27299	-	WBGene00013711		172898
F13D12.9	52453 Protein of unknown function, has weak similarity to C. elegans H14E04.F F13D12.9/VF13D12L.D	0.225	0.102802305	20	2.187597292	0.041	chrII	11707452	11709587	2136	-	WBGene00008743		174794
R09D1.2	21362 Member of the glycosyl hydrolase 18 family, has low similarity to chitinase 1 (chitotriosidase, human CHIT1), which catalyzes the hydrolysis of chitin and is associated with Gaucher disease and chitotriosidas R09D1.2	0.225	0.185757052	19	1.210563725	0.241	chrII	9440441	9441959	1519	-	WBGene00011158	chil-16	187732
F20D12.1	24366 Protein containing a piwi domain and a PAZ (Piwi, Argonaut and Zwille) domain, which may mediate protein-protein interactions, has a region of weak similarity to a region of C. elegans ALG-2, which is a piwi-related protein involved in stRNA production F20D12.1	0.225	0.238562195	20	0.942493835	0.357	chrIV	7957267	7962157	4891	+	WBGene00017641	csr-1	177591
C30F2.1	52764 Protein containing two collagen triple helix repeats, which are found in some extracellular proteins, and a nematode cuticle collagen N-terminal domain, has a region of moderate similarity to a region of C. elegans BLI-1 C30F2.1	0.225	0.073703256	20	3.050484344	0.006	chrX	16072895	16074922	2028	+	WBGene00000760	col-187	181685
R07A4.1	21349 Member of the voltage-gated potassium channel protein family egl-36/shw-2/nShaw2/R07A4.1	0.225	0.097026537	20	2.316816074	0.031	chrX	10734326	10744355	10030	+	WBGene00001202	egl-36	181269
Y49A10A.1	30010 Protein of unknown function Y49A10A.1	0.225	0.224375433	20	1.001178839	0.329	chrX	10358383	10360550	2168	+	WBGene00013028	efhc-1	190059
ZK896.9	50036 Protein with moderate similarity to solute carrier family 35 UDP-N-acetylglucosamine transporter member 3 (human SLC35A3), which transports nucleotide sugars ZK896.9	0.225	0.115141872	19	1.949928054	0.066	chrIV	12855265	12859928	4664	+	WBGene00014139	nstp-5	191452
W01A8.2	48355 Member of the YggU family, which contains an uncharacterized ACR domain W01A8.2	0.224	0.105420073	20	2.129398878	0.046	chrI	7055613	7056875	1263	-	WBGene00012164		172436
F43D9.2	48908 Member of the Ras superfamily of GTP binding proteins, has a region of moderate similarity to S. cerevisiae Ypt1p, which is a GTP-binding protein required for vesicle transport from ER to Golgi and within the Golgi stack F43D9.2	0.224	0.072176964	20	3.107204883	0.006	chrIII	10500210	10503853	3644	-	WBGene00004283	rab-33	176470
F26D11.5	28320 Protein of unknown function, has moderate similarity to C. elegans F26D11.9 F26D11.5	0.224	0.27102085	19	0.82749112	0.418	chrV	7951596	7952955	1360	-	WBGene00017822	clec-216	184976
F08A8.5	28182 Member of an uncharacterized protein family F08A8.5	0.224	0.311001413	19	0.720789865	0.48	chrI	12955328	12957902	2575	-	WBGene00008568		184168
F56C3.1	26671 Protein of unknown function, has weak similarity to C. elegans H25K10.2 F56C3.1	0.224	0.115071126	19	1.947839955	0.066	chrX	1387317	1388160	844	+	WBGene00018938		186360
F36G3.1	21159 Putative coiled-coil protein, has weak similarity at the C-terminus to D. melanogaster HK (hook) protein F36G3.1	0.224	0.14628993	27	1.532060044	0.137	chrX	9780364	9789285	8922	-	WBGene00009482		181191
B0564.7	21427 Protein containing a C3HC4 type RING zinc finger, which may mediate protein-protein interactions B0564.7	0.224	0.15200873	20	1.474311544	0.156	chrIV	13100695	13104651	3957	+	WBGene00007207		178263
F02D10.2	32119 Protein of unknown function F02D10.2	0.224	0.152677765	20	1.467700821	0.158	chrX	13462668	13463893	1226	-	WBGene00008523		184082
ZC155.1	24910 Annexin expressed in the pharynx, uterine wall, vulva, and spermathecal valves nex-1/ZC155.1	0.224	0.294801238	20	0.759856014	0.456	chrIII	5225621	5226803	1183	+	WBGene00003588	nex-1	175714
ZK180.1	52590 Member of the metabotrobic glutamate family of G-protein coupled receptors (GPCR), has a region of moderate similarity to a region of human GPR51, which is a gamma-aminobutyric acid B receptor 2 that functions as an inhibitory neurotransmitter receptor ZK180.1	0.224	0.093440586	20	2.395333012	0.027	chrIV	4488937	4506746	17810	-	WBGene00022675	gbb-2	191240
ZC482.6	22597 Protein of unknown function, has moderate similarity to uncharacterized C. elegans H10D18.3 ZC482.6	0.224	0.248623097	20	0.900171213	0.379	chrIII	12755348	12756613	1266	+	WBGene00005757	srw-10	191187
C45H4.17	23217 Member of the cytochrome P450 family, has low similarity to cytochrome P450 subfamily 2J polypeptide 4 (rat Cyp2j4), which is a monooxygenase that converts arachidonic acid to hydroxyeicosatetraenoic and epoxyeicosatrienoic acids C45H4.17	0.224	0.090735499	20	2.46585738	0.023	chrV	2183488	2186599	3112	+	WBGene00016697	cyp-33C2	178695
ZK593.3	33960 Protein of unknown function ZK593.3	0.224	0.220334009	19	1.015341602	0.323	chrIV	10916593	10917718	1126	+	WBGene00014003		191355
Y67A6A.2	30358	0.224	0.099723805	20	2.242529247	0.036	chrI	9839539	9844809	5271	+	WBGene00003652	nhr-62	172836
C29E6.4	21529 Member of a protein family C29E6.4	0.224	0.295931616	20	0.755489999	0.459	chrIV	11878549	11884134	5586	+	WBGene00007802	cutl-27	183003
F30H5.3	24576 Protein containing six kunitz or bovine pancreatic trypsin inhibitor domains and three EB module domains, has a region of weak similarity to a region of notch homolog 1 (mouse Notch1), which regulates transcription in early embryonic development F30H5.3	0.223	0.194908532	19	1.146257188	0.266	chrIII	505241	512217	6977	-	WBGene00017937		175207
Y32F6A.1	25886 Protein of unknown function, has weak similarity to C. elegans F15E6.1 Y32F6A.1	0.223	0.165424504	20	1.350389094	0.192	chrV	10436912	10441149	4238	+	WBGene00012527	set-22	179457
K01G5.9	50475 Protein with low similarity to uncharacterized S. pombe Spac823.09cp K01G5.9	0.223	0.136061891	20	1.641603178	0.116	chrIII	10759290	10763028	3739	+	WBGene00010480	tasp-1	176508
F52B5.6	31399 Member of the ribosomal protein L25 protein family F52B5.6	0.223	0.158001095	20	1.413570402	0.173	chrI	8329062	8329684	623	-	WBGene00004439	rpl-25.2	172617
ZK666.8	22673 Protein containing a protein kinase domain, has low similarity to casein kinase 1 gamma 1 (rat Csnk1g1), which is a serine/threonine protein kinase that may play roles in cell growth and in morphogenesis ZK666.8	0.223	0.126366524	20	1.767121323	0.092	chrII	10491662	10493134	1473	-	WBGene00014048		191385
ZK938.4	27742 Protein of unknown function, has low similarity to uncharacterized C. elegans T20D4.6 ZK938.4	0.223	0.181535591	19	1.229634628	0.234	chrII	9835221	9837024	1804	+	WBGene00014161	arrd-5	191469
Y116A8B.5	51631 Member of the rhodopsin family of G-protein coupled receptors (GPCR), has low similarity to somatostatin receptor 2 (human SSTR2), which inhibits adenylyl cyclase and mediates the inhibitory effects of somatostatin Y116A8B.5	0.223	0.196379879	19	1.136233172	0.27	chrIV	17226014	17231056	5043	-	WBGene00013782	npr-32	190990
F54B8.9	21980	0.223	0.370970247	17	0.601207447	0.556	chrV	15826410	15827429	1020	+	WBGene00010023	srbc-51	186206
Y37E11B.9	30709 Protein of unknown function, has moderate similarity to C. elegans Y37E11B.10 Y37E11B.9	0.223	0.365306542	18	0.610469038	0.549	chrIV	3601735	3603401	1667	-	WBGene00021380		NA
F33A8.5	52703 Protein with similarity across the middle region to human SDHD (succinate dehydrogenase complex, subunit D, integral membrane protein) F33A8.5	0.223	0.151760541	20	1.468708467	0.157	chrII	11049091	11049913	823	-	WBGene00009353	sdhd-1	174692
C26H9A.2	48073 Protein of unknown function C26H9A.2/C26H9A.A	0.223	0.275090399	20	0.810114254	0.427	chrIV	12653403	12674788	21386	+	WBGene00007752	wdfy-3	178220
ZK470.2	48785 Protein of unknown function ZK470.2	0.223	0.163790295	20	1.360280584	0.189	chrX	4135126	4147846	12721	+	WBGene00022745		180689
T13A10.1	52272 Protein of unknown function, has high similarity to uncharacterized C. elegans F36H12.5 T13A10.1	0.223	0.171116603	20	1.302030444	0.208	chrIV	6276081	6277136	1056	+	WBGene00020468		188458
C06C3.3	23414 Protein with weak similarity to C. elegans UNC-89 C06C3.3	0.223	0.306574038	20	0.726211729	0.476	chrII	9369087	9372485	3399	-	WBGene00007374		182302
F54B3.2	28645 Protein of unknown function F54B3.2	0.223	0.065113122	20	3.418963291	0.003	chrII	10268131	10270152	2022	-	WBGene00010014		186198
Y39A1A.11	51651 Member of the alcohol/ribitol dehydrogenase-like protein family Y39A1A.11	0.223	0.19732463	20	1.128011864	0.273	chrIII	10640828	10642878	2051	-	WBGene00000974	dhs-11	176485
ZK1151.1	26444 Protein containing five spectrin repeats, which are involved in cytoskeletal structure, two calponin homology (CH) domains, which bind actin, and a Src homology 3 (SH3) domain, which bind peptides, has low similarity to a region of plectin 1 (human PLEC1) ZK1151.1	0.223	0.184868793	20	1.203593182	0.243	chrI	11747424	11804991	57568	-	WBGene00006876	vab-10	173058
F39B1.1	21170 Protein containing phosphatidylinositol 3- and 4-kinase, phosphoinositide 3-kinase C2, phox protein (PX), C2, and PIK domains, and a ubiquitin interaction motif, has low similarity to phosphoinositide-3-kinase class 2 alpha polypeptide (human PIK3C2A) F39B1.1	0.222	0.106360365	27	2.090438585	0.046	chrX	15234690	15246398	11709	-	WBGene00009552	piki-1	181618
F21E9.4	32194 Protein of unknown function F21E9.4	0.222	0.305688799	18	0.726797742	0.477	chrX	1343758	1344417	660	-	WBGene00017668	ins-39	180476
K02E11.1	26109 Member of the nucleoside transporter family, which transport nucleosides across the plasma, and possibly nuclear, membrane, has a region of low similarity to solute carrier family 29 member 1 (human SLC29A1), which transports nucleosides K02E11.1	0.222	0.19001523	18	1.168603698	0.258	chrV	14232281	14236076	3796	-	WBGene00010510	ent-3	179926
B0228.8	30784 Protein of unknown function, has weak similarity to C. elegans B0228.9 B0228.8	0.222	0.202806452	20	1.094722978	0.287	chrII	7759710	7761540	1831	-	WBGene00015065		181864
R04B3.1	28979 Protein with weak similarity to C. elegans R04B3.3 gene product R04B3.1	0.222	0.245090673	19	0.905462478	0.377	chrX	2466948	2471308	4361	-	WBGene00019866		187565
Y17D7B.2	48361 Protein of unknown function, has low similarity to uncharacterized C. elegans F17C11.11 Y17D7B.2	0.222	0.278880824	18	0.795521583	0.437	chrV	18787739	18789653	1915	+	WBGene00012450		189446
C47G2.1	20995 Cuticulin component cut-1/vmp-1/C47G2.1	0.222	0.297516617	26	0.745507245	0.463	chrII	11269122	11271660	2539	+	WBGene00000851	cut-1	174720
F11A5.4	48808 Protein with high similarity to ras-related GTP-binding protein 2 (human RAB2), which is a GTPase that plays a role in vesicle transport from the ER to the Golgi and is associated with Searzy syndrome, member of the Ras superfamily of GTP-binding proteins F11A5.4	0.222	0.317027058	19	0.69944458	0.493	chrV	16195679	16196355	677	+	WBGene00008672		184331
ZC395.7	50078 Protein with high similarity to inosine triphosphatase (human ITPA), which is involved in ITP degradation, member of the HAM1 family, which may be involved in sensing base analogs such as 6-N-hydroxylaminopurine hap-1/ZC395.7	0.222	0.161964521	18	1.367861298	0.188	chrIII	5263943	5264996	1054	+	WBGene00001823	hap-1	175724
ZC455.7	27664 Member of the C. elegans Sre G protein-coupled chemoreceptor family, which are putative chemosensory receptors, has low similarity to uncharacterized C. elegans F36D1.2 ZC455.7	0.222	0.191612137	19	1.156205901	0.262	chrV	12783222	12784864	1643	-	WBGene00013907	sre-20	191175
F33A8.2	48565 FAFA neurotransmitter F33A8.2	0.222	0.090110476	20	2.458486502	0.023	chrII	11027958	11030404	2447	-	WBGene00003756	nlp-18	185219
ZK1053.6	24992 Protein of unknown function, has moderate similarity to C. elegans T20D4.5 ZK1053.6	0.221	0.101431867	19	2.181764559	0.042	chrI	13238538	13240730	2193	+	WBGene00014201		191510
F49H6.7	30556 Protein of unknown function, has high similarity to uncharacterized C. elegans Y116F11B.5 F49H6.7	0.221	0.363506565	18	0.608713706	0.55	chrV	17028884	17030448	1565	+	WBGene00005784	srw-37	NA
Y57G11C.19	22555 Protein containing a retroviral integrase core domain, which are the central catalytic domains that can act as endonucleases, has moderate similarity to uncharacterized C. elegans Y40C7B.2 Y57G11C.19	0.221	0.379767989	19	0.582533434	0.567	chrIV	14839219	14840271	1053	-	WBGene00013314		NA
ZK1320.10	52122 LxDxamide neurotransmitter nlp-11/ZK1320.10	0.221	0.097924188	20	2.258062523	0.035	chrII	9689664	9691939	2276	-	WBGene00003749	nlp-11	191566
ZC328.5	50388 Protein of unknown function ZC328.5	0.221	0.256063342	10	0.863067701	0.408	chrI	6405858	6406936	1079	-	WBGene00022594		172341
Y39E4B.7	48241 Protein containing a DHHC-type zinc finger (NEW1) domain, has a region of low similarity to a region of S. cerevisiae Erf2p, which is a protein involved in palmitoylation and localization of S. cerevisiae Ras2p Y39E4B.7/Y39E4B.E	0.221	0.164594584	20	1.342123613	0.195	chrIII	13107607	13119042	11436	+	WBGene00012718	dhhc-8	176731
C39B10.1	21573 Protein with weak similarity to C. elegans C26F1.6 C39B10.1	0.221	0.166842058	19	1.323376057	0.201	chrX	10460479	10463621	3143	-	WBGene00008021		183330
F26B1.5	24488 Member of the serine or threonine protein phosphatase family, has moderate similarity to C. elegans ZC477.2, which is involved in embryogenesis or morphogenesis F26B1.5	0.221	0.247708575	19	0.891316935	0.384	chrI	6309114	6310808	1695	+	WBGene00017817		172328
T28A11.18	33753 Protein containing a DUF19 domain of unknown function, which contain twelve conserved cysteines, has strong similarity to uncharacterized C. elegans C17B7.9 T28A11.18	0.221	0.128885289	20	1.713012744	0.102	chrV	3266828	3268050	1223	-	WBGene00020880		189023
R151.3	33552 Member of the ribosomal protein L6 protein family R151.3	0.221	0.143605241	20	1.535734353	0.14	chrIII	7208432	7209863	1432	+	WBGene00004417	rpl-6	176015
C01A2.6	30839 Protein of unknown function C01A2.6	0.22	0.088093386	20	2.499627484	0.021	chrI	13381392	13384371	2980	+	WBGene00007218		182051
D1007.2	23941 Protein containing two collagen triple helix repeats, which are found in some extracellular proteins, has a region of moderate similarity to a region of C. elegans BLI-1 D1007.2	0.22	0.219865331	20	1.001364642	0.329	chrI	4571192	4575038	3847	-	WBGene00000629	col-52	183885
F12A10.4	24204 Member of the M13 peptidase family of zinc metalloproteases, has weak similarity to mel transforming oncogene-like protein1 1 (mouse Mell1), which is a type II membrane bound metalloprotease that has a secreted alternative form F12A10.4	0.22	0.111685076	20	1.97107552	0.063	chrII	5488144	5490638	2495	+	WBGene00017393	nep-5	173933
Y57A10C.1	31781	0.22	0.116649886	20	1.886738917	0.074	chrII	12411622	12412517	896	-	WBGene00013280		174880
K06B4.6	21288 Protein containing nuclear hormone receptor C4-type zinc finger and ligand-binding domains, has moderate similarity to C. elegans NHR-51, which is a putative transcription factor involved in developmental processes K06B4.6	0.22	0.156854984	19	1.403102839	0.177	chrV	15690204	15691606	1403	+	WBGene00010601	nhr-268	187054
K12D12.5	22104 Protein with similarity over a small region of the N-terminus to human ribonuclease H1 (RNASEH1) and C. elegans putative ribonuclease H (F59A6.6), has similarity over a small region of the C-terminus to D. melanogaster ribonuclease H1 (RNH1) K12D12.5	0.22	0.139869115	20	1.573429091	0.131	chrII	11861029	11863518	2490	+	WBGene00010787		174822
ZK1025.2	33932 Member of an uncharacterized protein family ZK1025.2	0.22	0.20068753	19	1.09637391	0.287	chrI	11449856	11451972	2117	-	WBGene00014182		173030
ZC239.2	33917 Protein containing a K+ channel tetramerization domain, which facilitate assembly of alpha-subunits into functional tetrameric channels, has low similarity to uncharacterized C. elegans K02F6.8 ZC239.2	0.22	0.196627515	20	1.118793052	0.276	chrII	3218053	3218990	938	+	WBGene00022565		191119
C15H11.3	23539 Putative paralog of C. elegans C15H11.6, has similarity to S. cerevisiae RNA-binding protein Mex67p C15H11.3/C15H11.e	0.22	0.103466152	20	2.125398626	0.046	chrV	14411636	14415014	3379	-	WBGene00003834	nxf-1	191736
C52A11.2	28076 Protein of unknown function C52A11.2	0.22	0.154473537	19	1.422362373	0.171	chrII	10729804	10731652	1849	-	WBGene00008256	glb-12	174655
C47C12.6	27076 Member of the amiloride-sensitive sodium channel family, has similarity to human and D. melanogaster amiloride-sensitive cation channels deg-1/C47C12.6/C47C12.1	0.22	0.218883053	11	1.003638628	0.337	chrX	7753070	7774915	21846	+	WBGene00000950	deg-1	181035
